"countopioid","abandon_cars","graffiti","pothole","street_cleaning","trash","abandon_cars.nn","pothole.nn","trash.nn","graffiti.nn","street_cleaning.nn","pctUnemploy","MedHHInc","pctPoverty","TotalPop","TotalUnit","NEIGH","Longitude","Latitude"
2,0,1,14,0,0,943.003240726903,107.166688766612,421.170651180166,922.113552911509,559.628150170808,5.6255247691016,11327,75.3568429890848,2382,863,"Northside",-84.5607581051323,39.1610487548167
0,0,0,0,0,0,857.717822586107,645.297072691988,409.88662833368,1198.13600437506,594.982429813419,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.5611511976407,39.1688348379753
2,1,0,2,0,0,624.145558673224,429.295297420956,453.781743698388,1563.7124028786,763.93251615082,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.56154444232,39.1766209076108
1,6,0,1,0,0,165.719563048692,346.01595922063,410.920603631724,1881.70501528131,406.785878347641,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.5619378394428,39.1844069632499
0,0,0,0,1,9,444.265830586805,358.573742202183,68.3420382483152,2405.56309418942,350.555088219773,0.755667506297229,35570,11.6876574307305,1985,1080,"Mount Airy",-84.5623313889493,39.192193005394
3,0,0,35,2,18,387.744981642446,54.4603669653356,86.5590607672859,3098.87884706544,268.506113888503,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5627250910323,39.1999790335907
79,2,13,16,13,32,305.118292720418,128.95034053564,84.8871696690427,112.566787796471,132.467623041802,1.73894375268356,29654,28.5530270502362,4658,2667,"Lower Price Hill",-84.5549300294967,39.1027407996799
10,1,0,5,5,30,346.322762927825,227.515765291191,147.042580421507,533.76946982762,191.986529055066,4.60215053763441,23519,47.3978494623656,2325,1348,"East Price Hill",-84.555321665698,39.110527010296
3,3,0,0,2,6,302.969874356195,479.713194602441,214.891181415599,978.643486336166,252.562643691384,2.1622934888241,34207,39.5772594752187,4116,2068,"East Price Hill",-84.5557134536859,39.1183132072401
41,17,1,17,10,25,17.1000772740695,179.897456493857,40.2490512344617,535.12261833484,28.4725107199517,3.52685838307108,19343,36.7335865436788,1843,1107,"South Fairmount",-84.5561053931827,39.1260993904476
18,13,0,9,23,58,38.5503996223459,196.838523128121,78.8667633356828,940.400040546271,104.758195474734,9.05905905905906,19634,39.4394394394394,1998,1161,"North Fairmount",-84.5564974846033,39.1338855598661
16,1,0,6,0,0,403.753820156698,225.96086674238,389.460808248777,1398.60120587725,454.735002839737,9.05905905905906,19634,39.4394394394394,1998,1161,"English Woods",-84.5568897280055,39.1416717156023
1,0,0,0,1,8,475.203643949975,458.910190740883,178.58888277899,1193.62923583485,344.625089513718,9.18862690707351,14057,60.2981969486824,2884,1477,"East Westwood",-84.5572821233424,39.1494578576139
5,0,0,3,1,5,705.866738007082,320.101598960662,239.160091606833,873.587482879586,272.212865120121,5.6255247691016,11327,75.3568429890848,2382,863,"Villages at Roll Hill",-84.5576746705361,39.1572439857775
2,0,0,3,0,0,626.841876230137,287.147388272397,324.007820994684,879.645118533724,351.202888518307,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.558067369943,39.1650301003641
0,0,0,2,1,2,746.670898761566,491.600738119101,233.646947166201,1178.33033122987,597.504063971905,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.5584602212907,39.1728162011141
6,1,0,0,0,0,335.833695702059,410.06335995413,409.727303171643,1555.03820526152,350.909273177544,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.5588532250617,39.1806022881209
0,0,0,1,1,0,516.519605391795,370.838158768388,465.236089250228,2007.62632738073,418.63203776085,0.755667506297229,35570,11.6876574307305,1985,1080,"Mount Airy",-84.5592463808525,39.1883883613432
0,1,0,8,0,1,403.12999098646,218.815071249719,305.331889270614,2659.41461581331,447.68195204782,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5596396891509,39.1961744209042
46,13,6,14,7,53,178.243902924648,202.625026716347,102.302422306863,206.099707582653,105.599015746972,9.36395759717314,15987,71.5547703180212,1132,489,"Lower Price Hill",-84.5522409283535,39.1067219552687
10,0,0,8,3,6,290.194284014843,222.64292007419,192.773221881022,897.659389878494,220.771042389955,4.60215053763441,23519,47.3978494623656,2325,1348,"East Price Hill",-84.5526323240273,39.1145081833059
27,70,1,7,6,27,69.1388647857618,218.102324790411,99.3721672983931,635.494849406159,165.306035637071,2.1622934888241,34207,39.5772594752187,4116,2068,"South Fairmount",-84.5530238715484,39.1222943976911
9,6,1,4,15,43,123.976377670192,267.622693505157,60.8013683623329,644.854249898062,86.3102285218666,9.05905905905906,19634,39.4394394394394,1998,1161,"South Fairmount",-84.5534155706192,39.1300805982851
9,2,0,1,19,10,246.07087332617,369.209344169786,144.12589831662,1125.92972448087,159.808964774694,9.05905905905906,19634,39.4394394394394,1998,1161,"English Woods",-84.5538074213915,39.1378667852446
13,1,0,13,2,2,351.890341393048,251.052952975184,323.136228575493,1105.88288154443,261.667411420754,9.18862690707351,14057,60.2981969486824,2884,1477,"Millvale",-84.5541994239217,39.1456529583566
7,1,0,4,11,9,345.2282867921,247.5011756624,169.603458738777,906.033678256848,108.499522850806,9.18862690707351,14057,60.2981969486824,2884,1477,"South Cumminsville",-84.5545915783397,39.1534391178159
0,0,0,1,8,4,566.392026020672,355.678426202307,245.521783957438,695.094065660849,206.503755979178,5.6255247691016,11327,75.3568429890848,2382,863,"South Cumminsville",-84.554983884633,39.1612252635036
6,0,0,8,0,7,408.607969958476,242.936020466304,203.493653187363,830.026385585112,428.45458813817,3.38188101703283,49157,16.0207356208344,4051,2428,"Mount Airy",-84.555376342829,39.1690113954522
3,0,0,0,0,1,505.966778627974,498.505192467946,303.870811340747,1157.92738745463,636.53937619536,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.5557689533099,39.1767975136711
0,0,0,11,5,2,359.32419063819,146.437504371732,430.988724895442,1635.81253903896,143.195159992163,0.755667506297229,35570,11.6876574307305,1985,1080,"Mount Airy",-84.5561617157161,39.1845836181513
0,0,0,8,0,3,709.997437584079,212.196293985325,260.198739109615,2240.05542893037,554.717797864201,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5565546303864,39.1923697088376
2,3,0,5,1,6,280.679064023403,269.808651591219,146.542685382613,2976.82145240103,301.313360489112,3.47365322343244,49548,17.6332057697969,3397,1853,"College Hill",-84.5569476973562,39.2001557857838
22,0,11,7,2,3,352.248303027188,190.552939500439,223.863823451607,144.417724710912,215.459870137247,9.36395759717314,15987,71.5547703180212,1132,489,"Lower Price Hill",-84.5491605323253,39.1029168012502
3,0,0,3,9,10,346.147406993103,272.32951275348,235.506668738749,599.320489714633,187.425587311929,9.36395759717314,15987,71.5547703180212,1132,489,"Lower Price Hill",-84.5495515360099,39.1107030604958
17,1,0,9,3,3,300.566849846809,206.203460749084,243.355925970761,891.450171729022,170.18978465579,2.1622934888241,34207,39.5772594752187,4116,2068,"East Price Hill",-84.5499426914605,39.1184893060581
118,41,1,14,12,47,169.632552641471,124.168587724373,36.8214917121684,451.684542171152,66.2401893570846,3.52685838307108,19343,36.7335865436788,1843,1107,"South Fairmount",-84.5503339982034,39.1262755377289
17,5,0,3,12,24,161.926885941917,271.689424961441,100.007505118108,872.515205171043,133.321555241991,9.05905905905906,19634,39.4394394394394,1998,1161,"North Fairmount",-84.5507254566998,39.1340617558304
14,30,0,8,4,3,107.998776957168,192.003578679183,250.694116798844,937.939733176695,157.590194310505,9.18862690707351,14057,60.2981969486824,2884,1477,"Millvale",-84.551117066676,39.1418479600797
11,3,0,7,2,16,210.063527971277,234.062269919283,72.6433793200932,829.560093570523,255.54076995541,9.18862690707351,14057,60.2981969486824,2884,1477,"South Cumminsville",-84.551508828332,39.1496341506807
7,1,0,6,23,40,350.621965166603,261.806864729371,79.4288169085076,683.183307004303,62.8271397883789,9.18862690707351,14057,60.2981969486824,2884,1477,"South Cumminsville",-84.5519007418234,39.1574203275357
28,2,2,25,9,26,314.79110836787,110.412287199621,133.010603679546,548.069149979486,122.065813190627,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.5522928071242,39.1652064907679
0,0,0,4,1,6,377.964062775257,319.419164920767,251.120779372075,763.455763908626,356.382306435957,6.18811881188119,23611,36.9165487977369,2828,1668,"Mount Airy",-84.5526850242832,39.1729926400198
0,0,0,1,0,2,621.531612440269,507.928818283806,330.534659236531,1198.85830335254,465.281726410544,0.755667506297229,35570,11.6876574307305,1985,1080,"Northside",-84.5530773933428,39.1807787758175
0,0,0,1,0,0,733.983361825015,469.630131921192,475.916125157964,1840.54025189227,624.258048209032,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5534699144822,39.1885648976916
5,0,0,23,2,2,415.361941996227,91.9036349414904,254.983414210551,2553.94850806743,223.583007665453,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5538625877103,39.1963510059154
0,6,0,6,3,17,89.2410694434578,286.08812716142,117.024502794119,3339.835678666,204.71480353611,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.5542554128799,39.2041371003988
0,17,0,6,2,0,225.386177369128,232.851966450824,537.913526775288,438.357502818912,263.068432881427,9.36395759717314,15987,71.5547703180212,1132,489,"Lower Price Hill",-84.546471089613,39.1068978387713
8,7,0,5,4,0,210.454113418084,247.620556279574,317.108980475077,1015.88095868662,199.819141420017,9.36395759717314,15987,71.5547703180212,1132,489,"Lower Price Hill",-84.5468618530032,39.1146841152932
18,3,0,6,5,2,278.086607112614,247.665625097456,254.587091368784,568.315833415744,172.583244593451,2.1622934888241,34207,39.5772594752187,4116,2068,"South Fairmount",-84.5472527678042,39.1224703781581
15,6,0,1,19,38,175.516362581603,305.692894401214,120.098958627253,667.147970176274,128.179340401134,9.05905905905906,19634,39.4394394394394,1998,1161,"South Fairmount",-84.5476438338083,39.1302566273828
24,0,0,11,8,28,273.491776607343,95.6990051307571,114.502190465118,702.088477263951,56.4678067366419,9.18862690707351,14057,60.2981969486824,2884,1477,"North Fairmount",-84.5480350514056,39.1380428627686
2,0,0,7,0,1,411.188969168037,220.796414785897,441.686081928298,655.536992205241,395.273890158738,9.18862690707351,14057,60.2981969486824,2884,1477,"South Cumminsville",-84.5484264204606,39.145829084639
12,17,1,5,12,40,90.6537239137169,215.643598694993,51.6237989314956,543.941132779756,63.1421280265971,9.18862690707351,14057,60.2981969486824,2884,1477,"South Cumminsville",-84.5488179412484,39.1536152925431
9,8,2,2,6,21,171.139907369482,333.032644096959,140.977488195888,414.209861525193,189.314557507405,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.5492096136714,39.1614014869207
10,9,0,29,3,10,129.017089292259,145.564713220733,146.449910435558,474.311313314339,224.542126972572,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.5496014377607,39.169187667389
7,5,0,2,3,17,141.305366008272,314.153075021564,94.5405063800674,784.265266728724,249.15522239943,0.755667506297229,35570,11.6876574307305,1985,1080,"Northside",-84.5499934136605,39.1769738343089
0,0,0,0,0,2,822.081985821652,589.801012234832,384.884371646372,1390.47100189644,605.167086495863,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5503855413909,39.1847599873174
0,1,0,8,0,0,582.834684352437,241.720917729489,364.483717764545,2150.08794961383,558.278598497193,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5507778210253,39.1925461267235
2,5,0,13,2,10,123.407390087873,207.282385994777,123.408258190446,2923.35811902273,236.330878313737,3.47365322343244,49548,17.6332057697969,3397,1853,"College Hill",-84.5511702526657,39.2003322523267
2,1,0,10,1,19,373.119730277012,160.467650148786,115.549464287526,3735.02795774214,239.973331226979,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.5515628365318,39.2081183642107
0,0,0,6,3,0,693.087789507463,193.691523279789,705.546812607022,428.10267268109,158.797406759472,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5433909847198,39.1030925180313
0,0,0,0,0,0,572.043471917905,398.620486933021,666.586661476288,843.236033040423,617.190961172548,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5437813562308,39.1108788257199
11,1,0,6,5,6,410.021052789878,246.457173240122,211.826035145002,750.483622359518,159.030607992546,9.36395759717314,15987,71.5547703180212,1132,489,"Lower Price Hill",-84.5441718788807,39.1186651197042
15,0,3,21,16,3,362.386312659363,111.24872766296,251.759312136231,464.525634853097,163.334929081068,9.05905905905906,19634,39.4394394394394,1998,1161,"South Fairmount",-84.5445625528106,39.1264513999834
5,5,0,9,7,16,184.57880724116,219.198437304832,170.48343690269,515.897346423425,165.144031185722,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5449533780917,39.1342376666327
0,0,0,1,0,0,395.783141091397,401.030425429796,416.203079753945,498.862862467934,393.256799307739,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5453443547597,39.1420239193932
1,1,0,0,0,4,332.531811493848,361.997856691674,224.718415007389,444.483323512937,319.449541828534,9.18862690707351,14057,60.2981969486824,2884,1477,"Camp Washington",-84.5457354828529,39.1498101585097
21,4,3,10,9,17,209.988322128237,225.632119381605,105.721540260904,365.963307903135,108.358206020838,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside -South Cumminsville",-84.5461267623521,39.1575963838479
17,0,1,20,4,36,320.399342872357,119.219287525081,70.0893089783731,383.7842977416,119.290803796175,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.5465181936147,39.1653825956505
11,1,2,26,6,40,356.589548307638,127.122339477633,96.8219386656192,346.026914074307,165.35924004181,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.546909776476,39.173168793539
1,0,0,3,0,0,460.994042578249,364.922566223625,346.368169267089,968.740929561639,385.543491286945,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5473015110709,39.1809549778875
1,0,0,5,0,4,853.034406041854,259.555552573884,201.816796411648,1712.72414208081,723.236630780128,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.5476933974553,39.1887411483751
15,2,0,18,0,20,298.539002881656,127.631554435109,81.8685373856542,2528.39443678752,309.946460459101,3.47365322343244,49548,17.6332057697969,3397,1853,"College Hill",-84.5480854355989,39.1965273050901
9,3,0,37,1,21,243.264829798826,91.4103395852221,107.259635066735,3328.34948491366,307.661943217202,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.5484776256282,39.2043134481906
1,0,6,6,3,0,1149.9865255668,228.521244354512,1044.00584098283,204.249795572852,154.108434563205,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5403112209194,39.099287098547
0,0,0,8,0,0,711.750806880565,193.35466337698,1017.65078198404,577.070334650855,362.121435182384,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5407012006582,39.1070734372609
0,0,0,1,0,0,694.022464183055,446.941000226703,624.121396284814,684.164419351738,571.369606215992,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5410913315641,39.1148597623555
2,0,0,8,1,0,441.706394447113,234.94883757195,467.287023683451,418.315124454402,272.79885606436,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5414816134136,39.1226460736541
4,0,0,2,0,4,308.405574045304,343.621547990087,258.344502583769,548.326350920591,276.778560793654,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5418720465251,39.1304323713247
63,0,5,9,1,2,403.31108208396,176.498390849228,288.137130934685,259.186445144223,266.62360777592,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5422626308446,39.1382186551683
3,1,7,3,3,0,605.542664664164,355.655366764371,466.528181949396,197.77956855152,157.773338097887,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5426533666405,39.1460049255107
5,0,7,18,3,3,409.155928244021,94.9239794393824,225.071764174276,137.632263151951,181.638614974984,9.18862690707351,14057,60.2981969486824,2884,1477,"South Cumminsville",-84.5430442535377,39.1537911820207
9,1,3,11,4,17,311.91050537933,171.671493238259,99.825817913199,282.374618852124,91.7195208940022,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.5434352919363,39.1615774247278
9,0,5,25,7,33,450.363524223656,144.917006515015,50.137056193838,212.143483625986,140.873696779783,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.5438264818818,39.1693636538216
10,10,1,14,2,25,42.8971122511913,129.292643945022,98.4129408606535,608.546222455111,224.54937184205,1.17016089712335,59777,13.1155533885909,2051,1147,"Northside",-84.5442178231789,39.1771498691766
0,0,1,4,1,1,787.619262082374,379.809277595824,397.019909966624,1261.13183004987,490.020025874275,0.755667506297229,35570,11.6876574307305,1985,1080,"College Hill",-84.544609316365,39.1849360707157
8,0,0,15,0,8,538.610439059505,134.629679711108,149.6226599039,2124.79430976203,430.92324493207,1.52505446623094,38001,21.0239651416122,2754,1488,"College Hill",-84.5450009611732,39.192722258707
8,0,0,32,7,29,373.267684276485,96.3997435754529,69.606588663771,2939.08999186935,83.8937736058188,3.47365322343244,49548,17.6332057697969,3397,1853,"College Hill",-84.5453927575625,39.2005084329371
5,0,0,29,1,11,500.742104608114,181.771530211144,160.399265797332,3712.23656756419,344.025483858114,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.5457847059348,39.208294593342
7,0,4,22,9,0,1053.64817191682,138.371008039458,1073.76878326128,243.941984445374,131.286519456391,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5376213866999,39.1032679500193
4,0,0,3,1,0,959.135797779759,264.484004682553,787.728553531379,640.766595667634,509.798115519508,9.36395759717314,15987,71.5547703180212,1132,489,"West End",-84.5380111257126,39.1110543060176
11,0,2,0,1,0,446.145225237412,300.39437721633,398.770739804622,333.124885929055,273.95978472401,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.538401015872,39.1188406484385
1,0,4,10,3,1,679.049391483337,250.172144457802,306.184166209483,272.624641339844,258.75334631843,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5387910569188,39.1266269771138
35,1,5,12,8,12,440.964568222363,195.350681491403,193.486171153883,226.170014373589,172.245216926585,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5391812490205,39.1344132921573
20,3,2,5,4,9,238.178150470758,261.195054165932,188.51186840716,227.835087098423,77.9590555061229,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.539571592339,39.1421995933559
3,0,5,1,0,0,562.207692210867,310.99442237377,455.694530235435,256.502062794054,360.713980864852,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5399620867987,39.1499858809888
17,8,18,13,7,14,81.9381831169785,174.335690969898,156.787661974612,125.92563154702,81.7682252398312,3.38188101703283,49157,16.0207356208344,4051,2428,"Northside",-84.5403527325345,39.1577721549126
18,1,8,41,7,27,503.821013058094,108.193836602612,59.0420312489915,134.735201037055,149.569804926339,1.17016089712335,59777,13.1155533885909,2051,1147,"Northside",-84.540743529653,39.1655584150347
7,3,1,10,2,37,215.681149863606,217.774520651899,109.459824044208,336.119646488384,191.41901737733,1.17016089712335,59777,13.1155533885909,2051,1147,"Northside",-84.5411344781731,39.1733446615153
0,0,0,0,0,0,432.321469899825,343.78087585443,312.401533289247,976.837574118115,392.995274476939,1.17016089712335,59777,13.1155533885909,2051,1147,"College Hill",-84.5415255781899,39.1811308941896
0,0,0,0,0,2,914.548948260552,397.882221630385,282.983115646258,1717.68141005016,459.192681397972,1.52505446623094,38001,21.0239651416122,2754,1488,"College Hill",-84.5419168294747,39.1889171133147
7,1,0,34,8,26,280.607003126715,91.1371990689004,63.4078255073408,2541.29341299018,144.746564069351,3.47365322343244,49548,17.6332057697969,3397,1853,"College Hill",-84.5423082326744,39.1967033186168
7,2,0,20,6,19,288.524056038102,166.12188660165,109.830388185935,3312.1576569316,202.586202775996,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.5426997873953,39.2044895101679
0,0,0,1,1,4,690.788314562483,438.231148501806,200.575095003781,4085.61880874475,446.550426770338,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.5430914938401,39.2122756879545
3,0,15,31,3,0,1089.35072772865,137.767278076657,1075.03100219497,113.951404869331,151.004941372059,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5345419138944,39.0994623637884
14,0,0,29,0,0,898.781821726612,111.530876370087,751.409614546004,487.126599960555,312.037393506805,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5349312614697,39.107248750909
30,0,3,14,7,0,514.80228576755,107.075065558819,333.948582236413,262.207109661661,176.364703396578,9.36395759717314,15987,71.5547703180212,1132,489,"West End",-84.5353207596671,39.1150351242993
7,0,26,17,16,0,406.923514998285,162.02134634991,292.022071142319,91.3538388192313,42.4744553332902,9.36395759717314,15987,71.5547703180212,1132,489,"West End",-84.5357104088952,39.1228214840909
17,0,6,9,4,9,563.108563793617,169.644536918955,177.005186725788,198.006655623579,155.455155278297,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.536100208993,39.1306078301217
157,4,3,6,9,19,230.534477363466,258.297890835892,171.444858208125,263.398799306788,147.897334851751,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5364901600614,39.1383941624156
6,0,9,6,0,3,621.788998601815,204.663761361043,244.165716034614,213.900485927326,384.119709985799,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5368802622084,39.1461804810732
2,2,2,23,5,4,352.137826604996,58.539003702268,236.371808636385,278.827068579538,58.3427540874084,0.432401268377054,65705,12.8279042951859,3469,1930,"Clifton",-84.5372705153965,39.1539667859881
48,4,34,26,18,24,280.6611562173,150.260316627084,80.4839651433232,97.506918967938,88.5255422612783,2.3117960877297,68664,9.89922940130409,1687,1071,"Northside",-84.5376609198535,39.1617530771257
1,0,2,14,0,11,381.697951535718,176.670161959926,170.159430141747,365.656644464245,369.685078263004,1.17016089712335,59777,13.1155533885909,2051,1147,"Northside",-84.5380514753459,39.1695393547735
1,0,0,2,0,5,456.621839554765,315.432735963423,199.326818665032,777.694706877242,557.77196207625,1.17016089712335,59777,13.1155533885909,2051,1147,"Northside",-84.5384421825562,39.1773256185586
0,0,0,0,0,0,929.332299087075,606.044400617664,632.309953911694,1397.11313090418,637.006998416695,1.52505446623094,38001,21.0239651416122,2754,1488,"Spring Grove Village",-84.538833040777,39.1851118686866
3,0,0,20,6,21,619.323749670158,112.386529925671,45.6326386839626,2126.50028653202,142.536291914853,1.52505446623094,38001,21.0239651416122,2754,1488,"College Hill",-84.5392240505761,39.1928981049188
4,6,0,27,6,42,156.602048283922,165.473915234551,34.1063461546397,2905.08510402208,88.0629242687018,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.539615211904,39.2006843277139
0,2,0,14,1,10,294.629542008232,153.518779976011,123.062858942521,3677.67494222625,266.272886937246,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.5400065246286,39.2084705366622
0,0,3,1,0,0,1018.05088173798,341.92587399975,1206.56932278545,244.03341630981,580.289837199533,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5314627822763,39.0956566789099
59,0,3,16,5,0,810.455489702105,130.890924872769,620.538679282109,335.555674062505,179.047617906932,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5318517383885,39.1034430971049
14,0,2,6,0,0,585.964031237981,215.107001104519,454.597012545382,334.849362626295,454.590394409146,9.36395759717314,15987,71.5547703180212,1132,489,"West End",-84.5322408450537,39.111229501478
28,9,33,21,20,29,100.543051620848,67.1129770947535,87.5450144279734,66.5628504471468,42.7297548932821,4.13837698027805,11831,68.3155512447462,3093,1736,"West End",-84.5326301024357,39.1190158921202
21,0,39,9,7,13,526.051582202732,192.777947482106,99.9774390244094,43.573887780086,87.3631070026346,8.94549763033175,57136,25.7109004739337,1688,893,"CUF",-84.5330195106153,39.1268022691772
62,0,6,11,6,22,387.808651517827,211.997759907675,107.839017888158,229.323432135355,147.62679120594,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5334090696889,39.134588632509
44,0,6,2,2,0,391.490242701344,344.755619448192,320.775491449298,260.526810102323,204.900246896666,5.58510638297872,57500,21.3652482269504,1128,611,"Camp Washington",-84.5337987795657,39.1423749821777
4,0,9,7,2,3,742.985628482206,211.091601153879,243.215213073226,84.2672184032738,216.58734940658,2.80716029292107,36032,16.1513425549227,2458,1396,"Clifton",-84.5341886403746,39.1501613181377
1,0,1,4,0,1,311.191560772044,268.113383384193,298.358973802862,314.615857593215,288.631426324247,0.432401268377054,65705,12.8279042951859,3469,1930,"Northside",-84.5345786522968,39.1579476404529
12,1,8,72,3,75,382.39284646977,65.1240009434794,48.6390149146658,174.730467119557,121.662441169257,2.3117960877297,68664,9.89922940130409,1687,1071,"Northside",-84.5349688152944,39.165733948952
1,0,0,3,1,3,551.692325732995,334.402778482083,239.828003999099,698.403953999609,432.86843872102,1.17016089712335,59777,13.1155533885909,2051,1147,"Northside",-84.5353591292279,39.1735202437209
0,0,0,0,0,0,811.098121119357,674.38524445948,453.324113142812,1175.57639347195,790.968999407461,5.18088432335864,36964,18.0437695399732,2239,995,"Spring Grove Village",-84.5357495947429,39.1813065249007
0,0,0,0,0,1,1082.64873513797,443.888277719564,292.080668948001,1758.61076898769,430.077000157121,1.52505446623094,38001,21.0239651416122,2754,1488,"Spring Grove Village",-84.536140211229,39.189092792393
4,0,0,14,1,39,356.392335351946,178.01456004468,48.4729703542964,2463.69257909872,234.442797547026,3.95387149917628,48168,12.6147328783243,4249,1909,"College Hill",-84.536530979112,39.1968790461132
0,0,0,6,0,9,408.554480474124,249.903050103218,89.7357872983376,3235.70677782649,297.876863154366,5.71578395385422,65781,13.4242265338228,3814,1471,"College Hill",-84.5369218985852,39.2046652861675
0,1,0,10,1,6,394.970471873251,210.803396129034,152.15300152894,4041.56838921863,341.229973030013,5.71578395385422,65781,13.4242265338228,3814,1471,"College Hill",-84.53731296945,39.2124515124327
128,0,2,8,1,0,709.516847048678,225.227536776752,757.537397311996,318.693517157739,319.239358485465,9.36395759717314,15987,71.5547703180212,1132,489,"Queensgate",-84.5287725564927,39.099637344234
22,2,4,17,6,2,458.223220690508,156.908039207709,285.170142726531,322.341367916441,208.872342793324,1.11482720178372,17546,39.7993311036789,897,586,"West End",-84.5291612717321,39.1074237796532
47,7,11,39,15,31,247.428864909939,63.0983368639909,94.9669297775422,204.462073682128,67.0674004657774,4.13837698027805,11831,68.3155512447462,3093,1736,"West End",-84.5295501375084,39.1152102013406
17,5,25,8,16,30,137.798468163418,165.150271345582,53.6567386926312,164.630699203253,134.023272715394,8.94549763033175,57136,25.7109004739337,1688,893,"OTR",-84.5299391538757,39.1229966094466
17,9,12,10,10,33,122.935093753366,134.486326226695,62.8076811725321,125.113295786752,82.5823405768034,6.49219929542023,16311,26.8243583291394,1987,582,"CUF",-84.5303283208974,39.1307830037905
35,2,11,6,1,42,304.913395376225,244.475489230174,127.521339849576,127.540595547339,247.52891878088,5.93376264949402,24155,23.1830726770929,2174,1402,"CUF",-84.53071763863,39.1385693843727
2,0,2,6,1,15,777.953047576266,202.547219246915,35.10799919619,319.538618914938,282.948673333025,2.80716029292107,36032,16.1513425549227,2458,1396,"Clifton",-84.5311071073298,39.1463557513216
1,0,0,1,0,2,672.987606285823,333.288123851374,298.1202247246,435.773007637228,429.065491522109,0.432401268377054,65705,12.8279042951859,3469,1930,"Clifton",-84.5314967268052,39.1541421046327
15,2,17,24,8,27,243.162909324378,161.049981690387,109.290428663894,141.211292420274,181.878714025372,2.3117960877297,68664,9.89922940130409,1687,1071,"Northside",-84.5318864973307,39.1619284441412
